7.250000e+001,220,75,80
7.397959e+001,2.193878e+002,7.653061e+001,8.163265e+001
7.552083e+001,2.187500e+002,7.812500e+001,8.333333e+001
8.418367e+001,2.193878e+002,7.653061e+001,8.163265e+001
8.928571e+001,2.193878e+002,7.653061e+001,8.163265e+001
8.928571e+001,2.193878e+002,7.653061e+001,8.163265e+001
8.750000e+001,225,75,80
1.225000e+002,215,75,80
1.200980e+002,2.156863e+002,7.352941e+001,7.843137e+001
1.081731e+002,2.307692e+002,7.211538e+001,7.692308e+001
1.129808e+002,2.355769e+002,7.211538e+001,7.692308e+001
1.297170e+002,2.264151e+002,7.075472e+001,7.547170e+001
1.226852e+002,2.361111e+002,6.944444e+001,7.407407e+001
1.297170e+002,2.358491e+002,7.075472e+001,7.547170e+001
1.370192e+002,2.355769e+002,7.211538e+001,7.692308e+001
1.610577e+002,2.211538e+002,7.211538e+001,7.692308e+001
1.466346e+002,2.355769e+002,7.211538e+001,7.692308e+001
1.495098e+002,2.352941e+002,7.352941e+001,7.843137e+001
1.562500e+002,2.355769e+002,7.211538e+001,7.692308e+001
1.562500e+002,2.403846e+002,7.211538e+001,7.692308e+001
1.627358e+002,2.405660e+002,7.075472e+001,7.547170e+001
1.658654e+002,2.403846e+002,7.211538e+001,7.692308e+001
1.721698e+002,2.405660e+002,7.075472e+001,7.547170e+001
1.754808e+002,2.403846e+002,7.211538e+001,7.692308e+001
1.789216e+002,2.401961e+002,7.352941e+001,7.843137e+001
1.838235e+002,2.401961e+002,7.352941e+001,7.843137e+001
1.887255e+002,2.401961e+002,7.352941e+001,7.843137e+001
1.925000e+002,240,75,80
1.975000e+002,240,75,80
1.975000e+002,240,75,80
1.964286e+002,2.397959e+002,7.653061e+001,8.163265e+001
2.015306e+002,2.397959e+002,7.653061e+001,8.163265e+001
2.075000e+002,240,75,80
2.230392e+002,2.352941e+002,7.352941e+001,7.843137e+001
2.225000e+002,235,75,80
2.279412e+002,2.352941e+002,7.352941e+001,7.843137e+001
2.328431e+002,2.352941e+002,7.352941e+001,7.843137e+001
2.379808e+002,2.355769e+002,7.211538e+001,7.692308e+001
2.377451e+002,2.352941e+002,7.352941e+001,7.843137e+001
2.426471e+002,2.352941e+002,7.352941e+001,7.843137e+001
2.475962e+002,2.355769e+002,7.211538e+001,7.692308e+001
2.377451e+002,2.401961e+002,7.352941e+001,7.843137e+001
2.379808e+002,2.451923e+002,7.211538e+001,7.692308e+001
2.523585e+002,2.500000e+002,7.075472e+001,7.547170e+001
2.569444e+002,250,6.944444e+001,7.407407e+001
2.613636e+002,2.500000e+002,6.818182e+001,7.272727e+001
2.754630e+002,250,6.944444e+001,7.407407e+001
2.939815e+002,250,6.944444e+001,7.407407e+001
3.042453e+002,2.500000e+002,7.075472e+001,7.547170e+001
3.032407e+002,2.453704e+002,6.944444e+001,7.407407e+001
3.042453e+002,2.405660e+002,7.075472e+001,7.547170e+001
2.956731e+002,2.355769e+002,7.211538e+001,7.692308e+001
2.916667e+002,2.352941e+002,7.352941e+001,7.843137e+001
2.925000e+002,235,75,80
2.925000e+002,235,75,80
2.916667e+002,2.352941e+002,7.352941e+001,7.843137e+001
2.875000e+002,235,75,80
2.825000e+002,240,75,80
2.725000e+002,240,75,80
2.720588e+002,2.303922e+002,7.352941e+001,7.843137e+001
2.575000e+002,225,75,80
2.525000e+002,225,75,80
2.377451e+002,2.254902e+002,7.352941e+001,7.843137e+001
2.279412e+002,2.254902e+002,7.352941e+001,7.843137e+001
2.283654e+002,2.259615e+002,7.211538e+001,7.692308e+001
2.187500e+002,2.259615e+002,7.211538e+001,7.692308e+001
2.193396e+002,2.264151e+002,7.075472e+001,7.547170e+001
2.106481e+002,2.268519e+002,6.944444e+001,7.407407e+001
2.068182e+002,2.272727e+002,6.818182e+001,7.272727e+001
1.967593e+002,2.268519e+002,6.944444e+001,7.407407e+001
1.910377e+002,2.216981e+002,7.075472e+001,7.547170e+001
1.802885e+002,2.163462e+002,7.211538e+001,7.692308e+001
1.850962e+002,2.115385e+002,7.211538e+001,7.692308e+001
1.850962e+002,2.115385e+002,7.211538e+001,7.692308e+001
1.740196e+002,2.156863e+002,7.352941e+001,7.843137e+001
1.887255e+002,2.156863e+002,7.352941e+001,7.843137e+001
1.838235e+002,2.156863e+002,7.352941e+001,7.843137e+001
1.740196e+002,2.205882e+002,7.352941e+001,7.843137e+001
1.706731e+002,2.211538e+002,7.211538e+001,7.692308e+001
1.610577e+002,2.163462e+002,7.211538e+001,7.692308e+001
1.466346e+002,2.163462e+002,7.211538e+001,7.692308e+001
1.485849e+002,2.169811e+002,7.075472e+001,7.547170e+001
1.458333e+002,2.175926e+002,6.944444e+001,7.407407e+001
1.597222e+002,2.222222e+002,6.944444e+001,7.407407e+001
1.273148e+002,2.222222e+002,6.944444e+001,7.407407e+001
1.295455e+002,2.227273e+002,6.818182e+001,7.272727e+001
1.227679e+002,2.232143e+002,6.696429e+001,7.142857e+001
1.204545e+002,2.181818e+002,6.818182e+001,7.272727e+001
1.365741e+002,2.222222e+002,6.944444e+001,7.407407e+001
1.295455e+002,2.227273e+002,6.818182e+001,7.272727e+001
1.295455e+002,2.227273e+002,6.818182e+001,7.272727e+001
1.319444e+002,2.222222e+002,6.944444e+001,7.407407e+001
1.319444e+002,2.361111e+002,6.944444e+001,7.407407e+001
1.155660e+002,2.169811e+002,7.075472e+001,7.547170e+001
9.855769e+001,2.115385e+002,7.211538e+001,7.692308e+001
8.578431e+001,2.107843e+002,7.352941e+001,7.843137e+001
7.598039e+001,2.156863e+002,7.352941e+001,7.843137e+001
9.855769e+001,2.067308e+002,7.211538e+001,7.692308e+001
1.004902e+002,2.107843e+002,7.352941e+001,7.843137e+001
