2.303922e+002,2.009804e+002,1.274510e+002,1.078431e+002
2.355769e+002,2.067308e+002,125,1.057692e+002
2.644231e+002,2.067308e+002,125,1.057692e+002
2.644231e+002,2.163462e+002,125,1.057692e+002
2.644231e+002,2.259615e+002,125,1.057692e+002
2.451923e+002,2.355769e+002,125,1.057692e+002
2.401961e+002,2.401961e+002,1.274510e+002,1.078431e+002
2.451923e+002,2.451923e+002,125,1.057692e+002
250,2.500000e+002,1.226415e+002,1.037736e+002
2.644231e+002,2.548077e+002,125,1.057692e+002
2.548077e+002,2.644231e+002,125,1.057692e+002
2.548077e+002,2.644231e+002,125,1.057692e+002
2.548077e+002,2.644231e+002,125,1.057692e+002
2.451923e+002,2.740385e+002,125,1.057692e+002
2.688679e+002,2.877358e+002,1.226415e+002,1.037736e+002
2.731481e+002,3.009259e+002,1.203704e+002,1.018519e+002
2.877358e+002,3.066038e+002,1.226415e+002,1.037736e+002
2.546296e+002,3.101852e+002,1.203704e+002,1.018519e+002
250,2.971698e+002,1.226415e+002,1.037736e+002
250,2.783019e+002,1.226415e+002,1.037736e+002
2.548077e+002,2.644231e+002,125,1.057692e+002
2.740385e+002,2.548077e+002,125,1.057692e+002
2.783019e+002,2.594340e+002,1.226415e+002,1.037736e+002
2.638889e+002,2.824074e+002,1.203704e+002,1.018519e+002
2.453704e+002,3.009259e+002,1.203704e+002,1.018519e+002
2.216981e+002,2.971698e+002,1.226415e+002,1.037736e+002
2.453704e+002,2.731481e+002,1.203704e+002,1.018519e+002
2.638889e+002,2.546296e+002,1.203704e+002,1.018519e+002
2.783019e+002,2.500000e+002,1.226415e+002,1.037736e+002
2.916667e+002,2.638889e+002,1.203704e+002,1.018519e+002
2.954545e+002,2.681818e+002,1.181818e+002,100
2.453704e+002,2.638889e+002,1.203704e+002,1.018519e+002
2.122642e+002,2.594340e+002,1.226415e+002,1.037736e+002
2.216981e+002,2.500000e+002,1.226415e+002,1.037736e+002
2.122642e+002,2.500000e+002,1.226415e+002,1.037736e+002
2.216981e+002,2.500000e+002,1.226415e+002,1.037736e+002
2.216981e+002,2.500000e+002,1.226415e+002,1.037736e+002
2.355769e+002,2.548077e+002,125,1.057692e+002
2.205882e+002,2.598039e+002,1.274510e+002,1.078431e+002
2.107843e+002,250,1.274510e+002,1.078431e+002
215,235,130,110
2.193878e+002,2.193878e+002,1.326531e+002,1.122449e+002
225,205,130,110
235,205,130,110
225,225,130,110
2.205882e+002,250,1.274510e+002,1.078431e+002
2.067308e+002,2.644231e+002,125,1.057692e+002
2.401961e+002,2.696078e+002,1.274510e+002,1.078431e+002
2.451923e+002,2.836538e+002,125,1.057692e+002
2.311321e+002,2.877358e+002,1.226415e+002,1.037736e+002
2.405660e+002,2.783019e+002,1.226415e+002,1.037736e+002
1.971154e+002,2.548077e+002,125,1.057692e+002
2.009804e+002,2.303922e+002,1.274510e+002,1.078431e+002
2.107843e+002,2.205882e+002,1.274510e+002,1.078431e+002
2.303922e+002,2.205882e+002,1.274510e+002,1.078431e+002
2.548077e+002,2.259615e+002,125,1.057692e+002
2.405660e+002,2.216981e+002,1.226415e+002,1.037736e+002
2.548077e+002,2.067308e+002,125,1.057692e+002
2.405660e+002,2.122642e+002,1.226415e+002,1.037736e+002
2.163462e+002,2.259615e+002,125,1.057692e+002
2.163462e+002,2.451923e+002,125,1.057692e+002
1.911765e+002,250,1.274510e+002,1.078431e+002
2.303922e+002,2.401961e+002,1.274510e+002,1.078431e+002
225,235,130,110
2.602041e+002,2.193878e+002,1.326531e+002,1.122449e+002
2.295918e+002,2.091837e+002,1.326531e+002,1.122449e+002
250,1.989796e+002,1.326531e+002,1.122449e+002
2.239583e+002,2.031250e+002,1.354167e+002,1.145833e+002
2.031250e+002,2.135417e+002,1.354167e+002,1.145833e+002
1.822917e+002,2.135417e+002,1.354167e+002,1.145833e+002
1.581633e+002,1.989796e+002,1.326531e+002,1.122449e+002
1.785714e+002,1.683673e+002,1.326531e+002,1.122449e+002
1.822917e+002,1.614583e+002,1.354167e+002,1.145833e+002
1.755319e+002,1.755319e+002,1.382979e+002,1.170213e+002
2.074468e+002,1.755319e+002,1.382979e+002,1.170213e+002
2.336957e+002,1.684783e+002,1.413043e+002,1.195652e+002
2.388889e+002,1.944444e+002,1.444444e+002,1.222222e+002
2.055556e+002,2.500000e+002,1.444444e+002,1.222222e+002
2.277778e+002,3.055556e+002,1.444444e+002,1.222222e+002
2.944444e+002,3.277778e+002,1.444444e+002,1.222222e+002
2.833333e+002,3.166667e+002,1.444444e+002,1.222222e+002
2.897727e+002,2.784091e+002,1.477273e+002,1.250000e+002
2.329545e+002,2.443182e+002,1.477273e+002,1.250000e+002
2.055556e+002,2.166667e+002,1.444444e+002,1.222222e+002
1.875000e+002,2.102273e+002,1.477273e+002,1.250000e+002
1.944444e+002,2.277778e+002,1.444444e+002,1.222222e+002
1.875000e+002,2.443182e+002,1.477273e+002,1.250000e+002
1.761364e+002,2.443182e+002,1.477273e+002,1.250000e+002
1.988636e+002,2.215909e+002,1.477273e+002,1.250000e+002
2.215909e+002,1.988636e+002,1.477273e+002,1.250000e+002
2.166667e+002,1.833333e+002,1.444444e+002,1.222222e+002
2.010870e+002,1.902174e+002,1.413043e+002,1.195652e+002
1.944444e+002,2.055556e+002,1.444444e+002,1.222222e+002
2.166667e+002,2.166667e+002,1.444444e+002,1.222222e+002
2.443182e+002,2.102273e+002,1.477273e+002,1.250000e+002
2.556818e+002,1.988636e+002,1.477273e+002,1.250000e+002
2.722222e+002,2.055556e+002,1.444444e+002,1.222222e+002
2.784091e+002,2.215909e+002,1.477273e+002,1.250000e+002
3.125000e+002,2.329545e+002,1.477273e+002,1.250000e+002
3.352273e+002,2.329545e+002,1.477273e+002,1.250000e+002
3.546512e+002,2.151163e+002,1.511628e+002,1.279070e+002
3.465909e+002,1.988636e+002,1.477273e+002,1.250000e+002
3.081395e+002,1.918605e+002,1.511628e+002,1.279070e+002
2.897727e+002,1.988636e+002,1.477273e+002,1.250000e+002
2.897727e+002,1.988636e+002,1.477273e+002,1.250000e+002
2.897727e+002,1.988636e+002,1.477273e+002,1.250000e+002
2.784091e+002,2.102273e+002,1.477273e+002,1.250000e+002
2.784091e+002,2.215909e+002,1.477273e+002,1.250000e+002
3.011364e+002,2.329545e+002,1.477273e+002,1.250000e+002
2.670455e+002,2.329545e+002,1.477273e+002,1.250000e+002
2.784091e+002,2.329545e+002,1.477273e+002,1.250000e+002
2.556818e+002,2.443182e+002,1.477273e+002,1.250000e+002
2.215909e+002,2.556818e+002,1.477273e+002,1.250000e+002
2.102273e+002,2.443182e+002,1.477273e+002,1.250000e+002
2.102273e+002,2.215909e+002,1.477273e+002,1.250000e+002
2.500000e+002,2.034884e+002,1.511628e+002,1.279070e+002
2.732558e+002,1.918605e+002,1.511628e+002,1.279070e+002
2.267442e+002,2.034884e+002,1.511628e+002,1.279070e+002
2.440476e+002,2.202381e+002,1.547619e+002,1.309524e+002
2.321429e+002,2.321429e+002,1.547619e+002,1.309524e+002
2.267442e+002,2.383721e+002,1.511628e+002,1.279070e+002
2.616279e+002,2.383721e+002,1.511628e+002,1.279070e+002
2.784091e+002,2.329545e+002,1.477273e+002,1.250000e+002
2.611111e+002,2.277778e+002,1.444444e+002,1.222222e+002
2.556818e+002,2.215909e+002,1.477273e+002,1.250000e+002
